"","energy","tempo","danceability","loudness","liveness","valence","speechiness","instrumentalness","mode","key","duration_ms","acousticness","track_name","track_artist","track_album_name","track_album_release_date","track_popularity","time_signature","type","track_id","track_album_id"
"2485",0.428,119.985,0.32,-12.204,0.11,0.0382,0.0384,0.944,0,3,151408,0.00559,"Freedom Fighters","Thomas Bergersen, Two Steps from Hell","Invincible","2010-05-03",52,4,"audio_features","1gjUBLiGk3MdFksH3aRMax","0zOdkaCbYN1B42zw8TUYlY"
"2486",0.718,140.001,0.409,-8.525,0.0727,0.419,0.041,0.82,1,7,112245,0.574,"Road to Glory","Audiomachine","Chronicles","2012-03-23",37,3,"audio_features","12kEjVpMMNtjsBrpMCckcz","156CHY4RlBD8iY2TLG9Jg8"
"2487",0.375,104.682,0.153,-12.276,0.0849,0.0785,0.0375,0.567,1,1,168256,0.0229,"Live as Lions","Glory Oath + Blood, Robert Leslie Bennett","Live as Lions","2017-09-22",34,3,"audio_features","5GZAPSX6hdoURY23tBNjqB","7jLap9ce3fbvkmcOcOrZIM"
"2488",0.742,62.192,0.0762,-7.642,0.133,0.0625,0.0857,0.895,0,0,146688,0.0079,"The Machination (ROGUE MIX)","NINJA TRACKS","The Machination (ROGUE MIX) - Single","2017-08-01",31,4,"audio_features","68KlqwpbXI56VHY3jAN06q","3FiQVgkgVONJrpFSbA6Z4D"
"2489",0.54,80.204,0.262,-10.787,0.112,0.0506,0.0413,0.894,0,4,201973,0.877,"Transformers Prime","Brian Tyler, Transformers","Transformers Prime (Music from the Animated Series)","2012-03-06",46,4,"audio_features","0EBl6YOS1XWsuCi3cXp8JS","6iGPBV7xmrKVOIm3aVlmKb"
"2490",0.488,131.92,0.161,-11.351,0.0876,0.127,0.0624,0.912,0,4,194709,0.0589,"Dauntless","Audiomachine","Ascendance","2018-08-17",39,4,"audio_features","4B2DCWTuhLUtHnKHeaFRQH","2FKQzBFfA9HaYqjSLZQYcJ"
"2491",0.861,117.961,0.216,-5.872,0.186,0.429,0.0489,0.781,1,6,156569,0.0082,"Liberators","Epic Score","Vengeance - ES033","2015-09-04",49,4,"audio_features","4jIn1jQ7Wm0CHBUpgKv9uG","4DAHZykbpI6Verlu7UYYYi"
"2492",0.475,140.035,0.317,-10.762,0.107,0.079,0.0347,0.956,0,2,232325,0.729,"Earth’s Ambassadors","Michael Curran","Sid Meier's Civilization: Beyond Earth (Original Soundtrack from the Video Game)","2014-10-24",31,4,"audio_features","0kAvWY9HgTHsBmwhSsnucC","5zhAb5BiVj4cXCXW760wd4"
"2493",0.572,89.956,0.215,-7.539,0.0709,0.0862,0.0384,0.732,0,9,238099,0.0036,"A Way to Freedom","Epic North, Peter Roe","Return of the Viking","2023-06-30",31,4,"audio_features","4K9IViilzSmpsnYDQCl2U0","6AOcwEitBEKbPdN7zCFiwQ"
"2494",0.625,130.007,0.303,-10.164,0.0829,0.12,0.0417,0.814,0,4,342858,0.171,"Blue Drift","Dwayne Ford","Angel Warrior","2016-01-06",30,4,"audio_features","1nJ5DaBIIdVUQZddQ6ZCr7","0UvKcjWb1EGJxhkvV5vDMz"
"2495",0.522,140.011,0.3,-13.177,0.144,0.222,0.0361,0.0897,0,11,275301,0.0473,"Icarus (feat. Julie Elven)","Iván Torrent, Julie Elven","Reverie - The Compilation Album","2014-12-02",42,4,"audio_features","68PiDQalK1uaP8zqrFmSzR","2NOO5wVseVJlHhFw5dWtjv"
"2496",0.539,109.769,0.36,-13.352,0.157,0.199,0.0564,0.947,0,4,145080,0.812,"Wrath of the Righteous Main Theme","Dmitry V. Silantyev","Pathfinder: Wrath of the Righteous","2021-09-25",31,4,"audio_features","0gX3vycUAw2L2gnh6zM3vD","0udEox2LG2jmbZsVuuog8m"
"2497",0.906,140.021,0.478,-6.781,0.115,0.59,0.0419,0.919,0,0,136892,0.0962,"Strength of a Thousand Men","Thomas Bergersen, Two Steps from Hell","Archangel","2011-09-20",56,4,"audio_features","3GJZLvGXaVszYdSBLMtJFX","1TVpHhBK3pSTqizgLLh16s"
"2498",0.519,94.922,0.379,-12.058,0.102,0.197,0.0371,0.672,1,1,213168,0.0463,"Born a Legend","Secession Studios, Greg Dombrowski","Legendary","2021-03-29",35,4,"audio_features","7GCCaq49i5ZK4jM84CUeh7","1fuLMQ96Qcg4dyjtutla2g"
"2499",0.698,109.95,0.456,-8.403,0.0877,0.577,0.0323,0.913,0,2,250497,0.236,"Unforgiven","Two Steps from Hell, Thomas Bergersen","Battlecry","2015-04-28",38,4,"audio_features","0Ib9P2lSlqC6F2xCr5PcOI","4y7T04fej3MJ8tAe2FeKD5"
"2500",0.562,147.025,0.43,-11.001,0.117,0.325,0.0322,0.949,1,0,186122,0.0959,"Son of War","Audio Armoury","Son of War","2022-07-20",27,3,"audio_features","3BcqlZpm2fnBsCRaqM8dRG","493FXBk1oHsEYTHoOztHYQ"
"2501",0.598,139.843,0.363,-11.384,0.0951,0.203,0.0404,0.921,0,9,146857,0.342,"Aeternum","Ramin Djawadi, Brandon Campbell","New World (Original Game Soundtrack)","2021-09-21",26,3,"audio_features","0VL2dRCjMWmDPkWC3bbRav","1Ru1DxHJwAWHcpLYWHxLEJ"
"2502",0.266,109.961,0.176,-14.622,0.0786,0.0577,0.0397,0.895,0,9,312619,0.951,"The Dynasty","Andreas Waldetoft, Paradox Interactive","Crusader Kings 3 (Official Game Soundtrack)","2020-08-28",30,4,"audio_features","18J3nTKjiiyxkxo4kgzpyW","5PtKUxCsYh3QKUJOF8Mlsr"
"2503",0.223,145.522,0.128,-16.005,0.108,0.0372,0.0356,0.952,1,2,285853,0.667,"Shared Vision","Halo, Sean Callery, Colin Stetson","Halo Season 1 Original Soundtrack","2024-11-12",28,3,"audio_features","66RFxA8iDSZmRqtMSsHmQq","00PgOyChjOHvMIq2lLMnWI"
"2504",0.54,99.936,0.322,-6.223,0.127,0.311,0.0359,0.38,1,7,175880,0.765,"God of War II - Main Titles","Gerard Marino","God of War II (Original Video Game Soundtrack)","2024-10-04",41,4,"audio_features","4Ga0jNG9Pm5g6x1whprPQd","17K3q2htUlMsSflM3XZxlw"
"2505",0.345,103.206,0.236,-18.893,0.111,0.253,0.0556,0.786,0,1,107987,0.79,"You Are The Resistance","Boris Salchow","Resistance 3 (Original Video Game Soundtrack)","2011",20,4,"audio_features","4lm5D5pwWQt7kmPPoqIFAa","6ap0XCAb7IyoQbjWjxXKeT"
"2506",0.571,89.982,0.413,-7.329,0.0885,0.338,0.0485,0.126,1,9,250960,0.00236,"The Rebel Path","P.T. Adamczyk","Cyberpunk 2077 - Original Score","2020-12-11",58,4,"audio_features","3m8UfZwPMMbiWfGR8Lg2cR","1B2QrHbMox8vPXUY7rXAFp"
"2507",0.516,80.046,0.562,-11.84,0.118,0.18,0.0413,0.709,1,2,124250,0.312,"Defying the Odds","Justin Burnett","Unit 13 (Original Video Game Soundtrack)","2012",32,4,"audio_features","65u8xkeB9XJ40Zspr1vOJZ","2KqWf43wfVkMZcOGCWgDhu"
"2508",0.254,80.645,0.155,-11.739,0.0956,0.0397,0.0374,0.837,0,0,311628,0.835,"Burning Skies","Kevin Riepl, Jason Graves","Resistance: Burning Skies (Original Video Game Soundtrack)","2012",20,4,"audio_features","39J6EI5ysv2FmIsJHPijh2","28gOQgiyuJzHRWO0dYbUa8"
"2509",0.937,114.996,0.561,-5.051,0.384,0.607,0.0472,0.812,1,7,178041,2.04e-05,"Race To Destruction","Brain","Twisted Metal (Original Video Game Soundtrack)","2024-10-04",31,4,"audio_features","4prLjTDLdh6Fk2mYza9q0Y","77lCTY8B3fiNeuSxg3ljKu"
"2510",0.601,121.86,0.419,-12.041,0.11,0.187,0.0518,0.948,0,7,169667,0.0472,"Divine Overture (Main Theme)","Stephen Barton","SMITE 2 (Official Game Soundtrack)","2024-08-20",31,4,"audio_features","6eXw5tf0oLrJRowzaOetc0","3rqJtPHoRHCMQ4iv06UHfk"
"2511",0.348,69.386,0.181,-12.796,0.179,0.0561,0.0361,0.938,1,5,212518,0.11,"Mirage Theme - From Assassin's Creed Mirage","Brendan Angelides, Assassin's Creed, Layth Sidiq","Mirage Theme (From Assassin's Creed Mirage)","2023-09-29",34,4,"audio_features","17D3bYY9JJJjH1TUAruBJr","5zqIzGbR9wAkZFSLRkndlK"
"2512",0.132,115.897,0.171,-22.437,0.116,0.0356,0.0449,0.972,1,7,117625,0.873,"Enthroned on Mount Olympus","Winifred Phillips","God of War (2005) (Original Soundtrack from the Video Game)","2024-10-04",32,3,"audio_features","7hVKcAyshAzCL16kJAdji1","2oLqmz9UT44WeCDuUc5Uvr"
"2513",0.334,79.91,0.209,-15.702,0.0733,0.0383,0.0482,0.922,0,6,169304,0.729,"Into the Starfield (Main Theme)","Inon Zur","Starfield: Original Game Soundtrack","2023-09-01",36,4,"audio_features","325hdqkyHBRYu6ZOZt5Yrh","1XXC0nK0M6T3UCGCdm7UQG"
"2514",0.738,143.861,0.551,-7.695,0.204,0.39,0.167,0,1,11,199472,0.117,"The Lost Crown (Prince of Persia)","2WEI, Joznez, Kataem","The Lost Crown (Original Music for Prince of Persia)","2023-06-09",42,4,"audio_features","116jZYVgxrFurFTmo6pDgv","4LNnzY4srbB8ytC7Tb3PFS"
"2515",0.544,75.198,0.216,-10.725,0.0642,0.429,0.0359,0.54,0,9,128561,0.501,"Emmett's Theme","Christopher Lennertz","Starhawk (Original Video Game Soundtrack)","2012",29,4,"audio_features","21e8VPZa4lRxAt2Ra772f9","1J9tC37IDPGMaZTKqd7VXO"
"2516",0.541,76.519,0.251,-14.774,0.104,0.078,0.0472,0.682,1,0,98383,0.00825,"Elden Ring","Tsukasa Saitoh","Elden Ring (Original Soundtrack)","2022-09-09",21,4,"audio_features","2iiJOgkKOCyb7ZPeqUNpud","6WWL32UxPnjrIWlgLdzoir"
"2517",0.262,86.159,0.134,-19.802,0.111,0.0702,0.0355,0.958,1,10,76893,0.97,"The Fallen Brother","Gerard Marino","God of War: Ghost of Sparta (Original Video Game Soundtrack)","2010",30,5,"audio_features","1Y0LhaqOcaUFxF3VBGD9Qy","5yN2kJh22LtZVn55wVMH7h"
"2518",0.267,103.837,0.262,-18.461,0.116,0.0648,0.0343,0.951,1,1,281333,0.623,"Fields of Dusk - Orchestral Version","TATRAN","Star Wars Jedi: Survivor (Original Video Game Soundtrack)","2023-04-28",35,4,"audio_features","4zDOsDzhepxaCHzDiMVBEJ","2gZHXHax0gfK8rEYb4B741"
"2519",0.249,180.186,0.175,-14.043,0.0773,0.118,0.0375,0.933,0,4,273360,0.917,"Fontaine","HOYO-MiX","Genshin Impact - Fountain of Belleau (Original Game Soundtrack)","2023-10-02",49,3,"audio_features","7gEpP0zIY3lVwTl7I5GZmH","4UwFbGhMZA4LZqqAnt8LCB"
"2520",0.947,150.059,0.485,-9.425,0.23,0.511,0.0393,0.923,0,7,166400,6.63e-05,"Force Projection","P.T. Adamczyk","Cyberpunk 2077: Phantom Liberty (Original Score)","2023-09-14",46,4,"audio_features","1ZJevzwhAH7YHB6AFmoIqG","0YmI7KdXpmTikNmFHVMilu"
"2521",0.535,94.965,0.219,-13.862,0.0863,0.0788,0.0516,0.667,1,1,167560,0.449,"Arkham City Main Theme","Nick Arundel","Batman: Arkham City (Original Video Game Score)","2011-10-18",46,4,"audio_features","1m73S45l5u5Al1jQCNBVsf","1TXy0eNffZssA66lDpoAPL"
"2522",0.608,158.641,0.463,-11.931,0.12,0.284,0.0435,0.951,1,8,173227,0.243,"New York's Only Spider-Man","John Paesano","Marvel’s Spider-Man: Miles Morales (Original Video Game Soundtrack)","2020-11-10",40,4,"audio_features","3sPz0HlbbJsiTL1jrrrxGT","6CaxswOwsM2r7jchhSyTb8"
"2523",0.353,79.416,0.1,-11.679,0.104,0.0399,0.0347,0.776,0,2,311747,0.2,"The First Hunter","SIE Sound Team","Bloodborne Original Soundtrack","2015-04-22",47,3,"audio_features","33eoaqosKfgXYHd6HyYmPh","5nRwiGsiEtrFN847UULpzL"
"2524",0.186,72.162,0.0664,-17.679,0.108,0.0363,0.0346,0.887,0,1,244842,0.943,"The Streets of Whiterun","Jeremy Soule","The Elder Scrolls V: Skyrim: Original Game Soundtrack","2013-01-31",59,3,"audio_features","18CctEeOpjEDIAvWM5S7RE","25r7pEf31viAbsoVHC6bQ4"
"2525",0.187,132.679,0.303,-16.757,0.102,0.212,0.0356,0.499,1,2,160853,0.989,"Je te laisserai des mots","Patrick Watson","Je te laisserai des mots","2010-09-10",24,4,"audio_features","0V5cvmTKsYmF5FmGGEAfmS","7KPvATOyLVFbV6UR6DujF8"
"2526",0.426,98.062,0.354,-8.704,0.115,0.185,0.0295,0.11,0,6,331400,0.782,"In the Woods Somewhere","Hozier","Hozier (Expanded Edition)","2014-09-19",53,3,"audio_features","5Pkn31exSVgFbfDAH961QC","4Pv7m8D82A1Xun7xNCKZjJ"
"2527",0.413,95.989,0.686,-6.332,0.122,0.595,0.0263,0.115,0,6,311227,0.103,"When the Night is Over","Lord Huron","Vide Noir","2018-04-20",58,3,"audio_features","4FE9SgxcOoCNuGnaaU8TXz","2oiJM8vFGpxrtGtFfJWhJv"
"2528",0.256,79.81,0.542,-15.161,0.13,0.334,0.0419,0,1,0,162000,0.903,"Good Place","Kathleen Regan","Good Place","2022-02-18",33,4,"audio_features","4u0P2hkKL6UKnDexOPhfME","2B3XVCDsJT5vNLDTSXAP4T"
"2529",0.318,137.983,0.478,-16.528,0.394,0.192,0.035,4.35e-05,1,1,281662,0.197,"Please Don't Go","Abbey Glover","Everybody Leaves","2020-04-03",38,4,"audio_features","7IanweILQWvEsrKQn7YVIm","2ETukFsKXiUwCwO3nyn5XX"
"2530",0.433,179.789,0.284,-10.01,0.114,0.193,0.0365,0.00386,1,4,105005,0.742,"toler","kaido","toler","2023-08-26",29,3,"audio_features","6JDdR64MpaAqmINP004cpe","08USUJVxKO8IwFoLk4eK6C"
"2531",0.373,175.854,0.391,-12.171,0.115,0.347,0.0306,0.0694,0,3,259253,0.894,"NFWMB","Hozier","Nina Cried Power - EP","2018-09-06",44,1,"audio_features","30SxaBvjxjuIzl6nnDJObx","1dozMzKeItyIZJbUWFoWwZ"
"2532",0.281,131.039,0.516,-10.991,0.0871,0.152,0.0333,0.00861,1,9,352079,0.172,"Novels","Rusty Clanton","Calm & Normal","2016-10-28",36,4,"audio_features","6Fvte9n3r2EZLG9uoSpjdl","4rXP7gB9zbrdZTfxyfEVby"
"2533",0.36,95.204,0.454,-14.11,0.102,0.26,0.029,0.636,1,4,199628,0.969,"Scared of You","Bobby, I Miss You","Scared of You","2018-02-20",39,4,"audio_features","658cGRlA8RgGbP6rsKEo6z","4G0lwUlF8rCVIscWVVLfK3"
"2534",0.429,146.054,0.338,-8.517,0.122,0.167,0.033,2.59e-06,0,11,166315,0.103,"Every Breath You Take","Chase Holfelder","Major to Minor, Vol.1","2015-09-08",40,4,"audio_features","4osqCEZCWttWdR9nFZ9c82","0vNKxXv1n8UQuAbmJanEuG"
"2535",0.0218,72.808,0.104,-29.785,0.0836,0.0664,0.0468,0.825,1,1,253293,0.988,"Whitacre: The Seal Lullaby","Eric Whitacre, Eric Whitacre Singers","Light & Gold","2010-01-01",44,3,"audio_features","1ZqzUiCQICQmjtpbFZYwnt","2hnquPCPDsr3Srk64rdeVS"
"2536",0.0539,132.747,0.196,-28.217,0.116,0.0482,0.0438,0.0316,1,5,236907,0.993,"The Road Home","Stephen Paulus, Conspirare, Craig Hella Johnson","Requiem - Howells & Pizzetti: Requiems / Whitacre, Grantham, Paulus & Gilkyson","2006-03-28",39,3,"audio_features","3vA1AS2PWl4RePRCiR36lb","2JnuTQPS1i9AW2pkd7SQB6"
"2537",0.0949,77.314,0.178,-21.002,0.0847,0.0366,0.0399,0.369,1,1,232667,0.993,"Nimrod (Lux Aeterna)","Edward Elgar, VOCES8","Lux","2015-01-01",42,3,"audio_features","0URENFI2Nk9oVMdhz4SQKM","7L9qteIW4h28p8aa2NvU6D"
"2538",0.0846,78.633,0.0902,-20.056,0.0674,0.0345,0.0341,0.0291,1,9,238787,0.946,"Requiem in D Minor, K .626: III. Sequentia: 6. Lacrimosa - Amen, appendix","Wolfgang Amadeus Mozart, Franz Xaver Süssmayr, Ensemble Pygmalion, Raphael Pichon","Mozart: Requiem","2024-10-04",37,4,"audio_features","23uLK8a4YIdHYlkmmqCEaQ","4bPyWHi5KZv5zRiEDA2hrS"
"2539",0.0759,142.767,0.137,-25.74,0.105,0.0363,0.0401,0.263,0,11,180000,0.975,"Media Vita","Kerensa Briggs, Anna Lapwood, The Chapel Choir of Pembroke College, Cambridge","Media Vita","2020-03-06",35,4,"audio_features","4htAzv3rkpAzCjo2pW12id","21ruoumhxcMcRsD08UF9Mj"
"2540",0.118,135.276,0.155,-22.038,0.0867,0.0386,0.0423,0.927,0,7,332440,0.995,"Versa est in luctum","Alonso Lobo, Tenebrae, Nigel Short","Victoria: Requiem Mass, 1605","2011-03-28",35,4,"audio_features","5aJ7jwNHSdudJNTZVzUElL","0Tqsg5yiFRf7CyfhIjKh0W"
"2541",0.0151,68.649,0.2,-35.53,0.103,0.0656,0.037,0.413,1,6,131333,0.991,"La Kanteletar: I. Herkä neito","Veljo Tormis, Mikrokosmos, Loïc Pierre","Mikrokosmos","1997-07-01",32,3,"audio_features","0QXrJH7Whrm5xFioJtT1BV","4IgVVWGMDaRNpApcJhu6zy"
"2542",0.115,70.782,0.123,-22.439,0.168,0.0389,0.0541,0.633,1,4,233987,0.987,"Upon Your Heart","Eleanor Daley, The Chapel Choir of Pembroke College, Cambridge, The Pembroke College Girls’ Choir, Anna Lapwood","Upon Your Heart","2020-09-16",33,1,"audio_features","7aqgHJkQeVLId28hLNuHIN","0VhF8ldmEdA2Fkkw9Tgo16"
"2543",0.0422,134.837,0.156,-28.174,0.113,0.0392,0.0456,0.00136,1,2,320707,0.985,"The Day Is Done (2006)","Stephen Paulus, Stephen Layton, The Choir Of Trinity College, Cambridge","Beyond All Mortal Dreams – American A Cappella Choral Works","2011-06-27",28,5,"audio_features","1l8Pv9SFF7ts5odswk3c51","1tnpIwOvQnVia8Z6DDPbw2"
"2544",0.0476,131.97,0.162,-24.307,0.107,0.0538,0.0426,0.943,1,8,251573,0.941,"Fljótavík (Arr. Lawson for Ensemble)","Jónsi, Georg Holm, Kjartan Sveinsson, Orri Pall Dyrason, VOCES8, Thomas Gould, Emma Denton, Sam Becker","Nightfall","2024-09-27",32,4,"audio_features","2f9SS1yJpq3452wIbVQeT1","2Exgfl1QJmgXPRCdqkwM1f"
"2545",0.0611,79.45,0.0873,-24.177,0.0942,0.0344,0.0372,0.57,0,2,307280,0.994,"Stopping by Woods on a Snowy Evening","Rebecca Dale, Robert Frost, Tenebrae, Nigel Short","Stopping by Woods on a Snowy Evening","2024-02-21",28,4,"audio_features","0pE7ijJ1Wi5f7Ua60Xa3RO","5e21W9N6vnW89apBYK1iHA"
"2546",0.105,74.721,0.128,-21.612,0.0962,0.0406,0.0516,0.00768,0,0,253760,0.973,"Veris gratia, Op. 6: VII. Hymn to Cypris","Kenneth Leighton, David Cuthbert, The Choir of The Queen's College Oxford, Owen Rees, Britten Sinfonia","Veris gratia, Op. 6: VII. Hymn to Cypris","2024-10-08",19,4,"audio_features","2BHUEsN9pQFsHVnvoROBPZ","0uWi9XjI3gEpLhIYa135J3"
"2547",0.00683,73.135,0.191,-33.714,0.0917,0.0359,0.0363,0.991,1,0,90093,0.99,"Psalm 22.21","jung jaeil, VOCES8","Nightfall","2024-09-27",30,4,"audio_features","12XJf2wZXhYjOdsEGMZ90n","2Exgfl1QJmgXPRCdqkwM1f"
"2548",0.0144,82.646,0.161,-30.883,0.0836,0.0336,0.0365,0.117,1,6,197400,0.986,"Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal","Paul Mealor, Tenebrae, Nigel Short","A Tender Light","2011-01-01",34,4,"audio_features","53vD24j7PgGW5beqOxZska","6xSYtksjxhvLCSRqXKBw9g"
"2549",0.105,122.977,0.196,-23.818,0.193,0.0731,0.0418,0.782,1,7,161733,0.986,"Dreamweaver: 1. Prologue","Ola Gjeilo, The Choir of Royal Holloway, Royal Philharmonic Orchestra, Rupert Gough","Gjeilo: Dreamweaver: 1. Prologue","2023-08-04",28,3,"audio_features","2PpgI9UbH7akaXAFB5rb8E","2wYhqinahxWVcSp4NFjiMT"
"2550",0.105,81.11,0.134,-25.24,0.125,0.0388,0.0423,0.855,0,9,218613,0.994,"Heyr, himna smiður","Härlanda Chamber Choir, David Molin","A Bright Star Shineth","2016-12-13",27,4,"audio_features","5R1sIewu1amxKBwg0BPC7V","3qw4BAKdjP6ce7FMbvxqXX"
"2551",0.0768,123.193,0.187,-23.199,0.0911,0.0387,0.0441,0.0475,1,8,235467,0.98,"There Will Come Soft Rains","Ēriks Ešenvalds, The Pacific Lutheran Choir Of The West, Richard Nance","There Will Come Soft Rains","2020-01-17",29,4,"audio_features","5KCHfR2RGdpieZoQ5NQd5g","1o4x46Hv82vcBRuVZeMe4n"
"2552",0.0301,104.157,0.149,-25.001,0.113,0.0342,0.0358,0.00497,1,6,154760,0.968,"The Promised Light of Life","Cheryl Frances-Hoad, Owain Park, The Gesualdo Six","Christmas: A Cappella Carols and Hymns","2019-11-01",25,3,"audio_features","4QdX71tgddOK3p643nbFNE","7hFCs7k5xCiuuxPbvJe9Sy"
"2553",0.0293,57.809,0.064,-24.309,0.0978,0.0322,0.0415,0.643,0,11,333493,0.986,"Stardust","Taylor Scott Davis, VOCES8","Nightfall","2024-09-27",35,3,"audio_features","3Ox9FXYffPUB44mqxXJrxs","2Exgfl1QJmgXPRCdqkwM1f"
"2554",0.933,122.003,0.816,-6.973,0.1,0.763,0.0392,0.604,1,4,279344,0.0181,"L'Amour","WUULA, Dr Feel","L'Amour","2024-05-10",36,4,"audio_features","4CoDFjUTm985ta8hylhdmT","2q0hnc4Pbhd1qAwrnHP7RP"
"2555",0.7,120.019,0.691,-9.648,0.111,0.0569,0.0388,0.819,0,11,404125,0.135,"Kolwa","Euggy, Suraj, Mumba Yachi","Chuki","2023-12-01",22,4,"audio_features","4U6zIONOpmnby5fvOM6han","1VBNBDE64HPvshY3NuZZf8"
"2556",0.751,122.062,0.872,-8.339,0.104,0.0762,0.0826,0.296,1,0,363991,0.19,"Hajikwai","Naarly, Thabza De Soul, Idd Aziz","Hajikwai","2024-07-19",37,4,"audio_features","15YgWqEEqXBafFdKHPIcDo","1KjMMPgog7xd7c3VQBu2GD"
"2557",0.822,121.996,0.704,-9.628,0.0878,0.714,0.0545,0.723,0,3,463522,0.000425,"Sina","Lakwister, Aweko Brian, Moses rallo","Sina","2024-07-26",15,4,"audio_features","68wvH1g0T6yOUQlk95xKkT","6RyLUHLuEto6s9n7OBOUdm"
"2558",0.739,123.024,0.635,-8.897,0.376,0.536,0.0354,0.775,1,1,454322,0.000224,"Moors","Drumetic Boyz","Moors","2024-04-25",19,4,"audio_features","4HPugJL3Gwnw4tTHMpXKDM","0Zi9wrnbuUFhw26SYqlwWi"
"2559",0.706,119.98,0.533,-8.968,0.094,0.245,0.0391,0.459,0,1,420000,0.0229,"Letha","Thandi Draai, Dj Beekay","Letha","2023-11-17",19,4,"audio_features","42fDq94MjR4FcQCSPVVEuz","37pYGgSdq1sWxw9UC6BJx8"
"2560",0.895,119.997,0.613,-7.223,0.111,0.0438,0.0341,0.834,1,0,417021,0.0106,"Space Fair","Hanna Haïs, KingDonna","Space Fair","2024-06-14",23,4,"audio_features","16WmsfJpN9v239N0BtkwMj","0hCU0hTfhkJv29eQW9OgZ6"
"2561",0.689,118.009,0.791,-9.959,0.0782,0.578,0.0536,0.318,0,0,262380,0.111,"Nomvula (feat. Nia Pearl & Bontle Smith)","Citizen Deep, Nia Pearl, Bontle Smith","Nomvula (feat. Nia Pearl & Bontle Smith)","2024-09-20",29,4,"audio_features","43yHwDUgHXuRx4Ntur15dL","7kvszdC2oRoR9eQzlKT8DM"
"2562",0.784,149.61,0.425,-11.272,0.185,0.549,0.0735,0.911,0,1,360255,0.185,"Don't Give Up","Afro Swanky","Jozi II","2024-03-15",17,5,"audio_features","4HeWkyuI8CoNMbRibOIj7c","55IXmqj8VWQ7nnSGzE4rcd"
"2563",0.799,121.011,0.772,-7.74,0.0903,0.157,0.0522,0.363,1,1,316637,0.00128,"Tsoang Tsoang - Remix","DJ Leo Cris, Dr. Victor","Tsoang Tsoang (Remix)","2024-03-23",14,4,"audio_features","27EyCYhJcucr3fMqgISIdu","53bCFfTCrGNDOklYC6ymDY"
"2564",0.817,116.007,0.762,-11.339,0.0769,0.653,0.0498,0.893,0,10,322430,0.00271,"Udokotela","Muzari","Udokotela","2024-05-31",20,4,"audio_features","2hF8zj1pgjlzENfzqztU4b","5EzeLxe63DgICodZ1jsjPz"
"2565",0.643,147.247,0.409,-8.591,0.0943,0.323,0.0525,0.46,0,5,278512,0.323,"FIND A WAY","NAAK, Atmos Blaq","FIND A WAY","2024-06-14",25,5,"audio_features","2R9fVFtDxzhbZjqJIgSUKy","4yHqrYd0o1vD0T3yuuw0TX"
"2566",0.728,153.07,0.788,-3.765,0.11,0.287,0.261,4.82e-06,0,1,200787,0.17,"let it breathe (feat. Roddy Ricch)","Gunna, Roddy Ricch","One of Wun","2024-05-10",66,1,"audio_features","4vpx4cL7IRedZul0j0bL2c","7g0PJ7VbsOkYTECUFkyNPN"
"2567",0.729,124.013,0.602,-5.306,0.156,0.302,0.172,0,1,2,139501,0.084,"Goddard Song","Lil Uzi Vert","Eternal Atake 2","2024-11-01",66,4,"audio_features","7gj6KJknnzPHcfjFccBSsy","7awBKnBq0qRLNyD5lI47R0"
"2568",0.616,105.952,0.753,-8.245,0.109,0.0388,0.0495,1.77e-06,1,4,215364,0.00583,"Topanga","Trippie Redd","A Love Letter To You 3","2018-11-09",65,4,"audio_features","1Am3fwJi1NF1sD2McZfVWi","1fFwMXuTJ8J3KXo14Vvsna"
"2569",0.768,90.146,0.389,-4.765,0.119,0.334,0.256,0,1,1,183567,0.038,"WRONG (feat. Lil Mosey)","The Kid LAROI, Lil Mosey","F*CK LOVE 3+: OVER YOU","2021-07-27",58,4,"audio_features","32cDvfCsazF1frFWcaMjc1","576UTio7xgY7YUxrHMzxeI"
"2570",0.482,140.064,0.736,-8.242,0.229,0.608,0.196,0,1,4,224507,0.327,"Hard Work Pays Off","Future, Juice WRLD","Future & Juice WRLD Present... WRLD ON DRUGS","2018-10-19",60,4,"audio_features","6gzIcEUuswJQGfJNPYMjjv","6P9PZjWXoCRF5b66BafPKY"
"2571",0.604,128.845,0.41,-3.453,0.312,0.28,0.0331,0,1,10,205193,0.777,"ALWAYS","YOON MIRAE","Descendants Of The Sun Pt.1 (Original Television Soundtrack)","2016-02-18",60,4,"audio_features","4LsMjCB4qt4RnWcJBiHrA6","1jLD6zV1si5YCQ7y1oI2hu"
"2572",0.41,110.252,0.416,-6.146,0.107,0.219,0.0292,0,1,10,227584,0.843,"Beautiful","Crush","Guardian (Original Television Soundtrack), Pt. 4","2016-12-17",65,4,"audio_features","6mzF8HvHdVrzJNd8M1uFCS","7iUiSK1dCxUTOFq6BWrreS"
"2573",0.778,94.996,0.696,-4.653,0.329,0.41,0.0585,0,0,1,218897,0.352,"Say Yes","Loco, Punch","Moonlovers - Scarlet Heart Ryeo (Original Television Soundtrack), Pt. 2","2016-08-29",67,4,"audio_features","27zrFrtUtWl2urlvjOn5xc","68xTLBWjoRADRf86WYmTmy"
